"Organism","Element ID","Element Description","Promoter","Transgenesis","Stage","Expression","Tissues","Genome Assembly","Element Coordinates"
"Mouse","mm71.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr8:95426512-95428314"
"Mouse","mm711.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:54904983-54908576"
"Mouse","mm712.0","reference","Hsp68","random","e11.5","positive","Limb, Somite","mm10","chr1:162074031-162077556"
"Mouse","mm713.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Midbrain, Hindbrain, Neural tube, Dorsal root ganglion","mm10","chr1:162830457-162833965"
"Mouse","mm716.0","reference","Hsp68","random","e11.5","positive","Limb, Trigeminal V (ganglion, cranial)","mm10","chr2:33875330-33878835"
"Mouse","mm717.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb","mm10","chr2:59597936-59601445"
"Mouse","mm718.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr4:5796829-5800336"
"Mouse","mm72.0","reference","Hsp68","random","e11.5","positive","Heart, Somite","mm10","chr3:152303123-152305848"
"Mouse","mm720.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Cranial nerve, Dorsal root ganglion, Trigeminal V (ganglion, cranial), Somite","mm10","chr4:32301906-32305410"
"Mouse","mm723.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:115488392-115491906"
"Mouse","mm725.0","reference","Hsp68","random","e11.5","positive","Dorsal root ganglion, Heart","mm10","chr7:110162809-110166318"
"Mouse","mm727.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:68127364-68130866"
"Mouse","mm729.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Other","mm10","chr7:83811919-83815428"
"Mouse","mm73.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr15:63065705-63067611"
"Mouse","mm734.0","reference","Hsp68","random","e11.5","positive","Limb, Dorsal root ganglion, Other","mm10","chr9:41889013-41892513"
"Mouse","mm736.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:109892967-109896468"
"Mouse","mm74.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr10:56979111-56981816"
"Mouse","mm743.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:21973105-21976607"
"Mouse","mm745.0","reference","Hsp68","random","e11.5","positive","Nose, Limb, Forebrain, Midbrain, Hindbrain, Neural tube, Somite","mm10","chr13:60145681-60149195"
"Mouse","mm75.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr2:172861966-172864167"
"Mouse","mm751.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Forebrain","mm10","chr17:47988298-47991797"
"Mouse","mm755.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb, Hindbrain","mm10","chr17:29462413-29466116"
"Mouse","mm757.0","reference","Hsp68","random","e11.5","positive","Limb, Midbrain, Hindbrain, Neural tube","mm10","chr1:166047480-166050879"
"Mouse","mm758.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:79839865-79842369"
"Mouse","mm759.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:77722985-77723939"
"Mouse","mm76.0","reference","Hsp68","random","e11.5","positive","Heart, Somite","mm10","chr18:33291254-33294218"
"Mouse","mm760.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:77707194-77708229"
"Mouse","mm761.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Heart","mm10","chr8:77671737-77672642"
"Mouse","mm762.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr10:31228892-31229864"
"Mouse","mm763.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr10:31053081-31054085"
"Mouse","mm764.0","reference","Hsp68","random","e11.5","positive","Somite","mm10","chr10:31034051-31035576"
"Mouse","mm765.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:31272657-31273675"
"Mouse","mm766.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr10:30997659-30998999"
"Mouse","mm767.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:31027822-31028728"
"Mouse","mm768.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr16:92344469-92345647"
"Mouse","mm769.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr16:92340538-92342015"
"Mouse","mm77.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr5:122092222-122094768"
"Mouse","mm770.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr5:77129884-77130993"
"Mouse","mm771.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr14:54996894-54997224"
"Mouse","mm774.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr4:65237235-65239737"
"Mouse","mm774.0","reference","Hsp68","random","e14.5","positive","Forebrain","mm10","chr4:65237235-65239737"
"Mouse","mm777.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr2:65662394-65664905"
"Mouse","mm777.0","reference","Hsp68","random","e14.5","positive","Forebrain","mm10","chr2:65662394-65664905"
"Mouse","mm777.0","reference","Hsp68","random","e17.5","negative","","mm10","chr2:65662394-65664905"
"Mouse","mm78.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Midbrain, Heart","mm10","chr12:83072399-83074413"
"Mouse","mm780.0","reference","Hsp68","random","e11.5","positive","Eye","mm10","chr11:117865410-117867678"
"Mouse","mm782.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr10:52741812-52745154"
"Mouse","mm786.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:54335032-54337557"
"Mouse","mm79.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr7:112297825-112299420"
"Mouse","mm790.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr1:127554365-127556879"
"Mouse","mm794.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:24649772-24652271"
"Mouse","mm795.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr12:71532268-71534767"
"Mouse","mm799.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain","mm10","chr12:109507924-109510969"
"Mouse","mm8.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:140218147-140219643"
"Mouse","mm80.0","reference","Hsp68","random","e11.5","positive","Blood vessels","mm10","chr4:132075516-132079227"
"Mouse","mm801.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:3509886-3514285"
"Mouse","mm81.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr17:29433665-29435358"
"Mouse","mm813.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:46632291-46635792"
"Mouse","mm814.0","reference","Hsp68","random","e11.5","positive","Forebrain, Neural tube","mm10","chr4:54611226-54614736"
"Mouse","mm815.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain","mm10","chr12:91677577-91681083"
"Mouse","mm817.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Neural tube","mm10","chr16:91139145-91142270"
"Mouse","mm817.0","reference","Hsp68","random","e14.5","positive","Limb, Forebrain, Neural tube, Eye","mm10","chr16:91139145-91142270"
"Mouse","mm817.1","reference 2","Shh","targeted (H11)","e11.5","positive","Forebrain, Midbrain","mm10","chr16:91139145-91142270"
"Mouse","mm817.1","reference 2","Shh","targeted (H11)","e16.5","positive","Forebrain","mm10","chr16:91139145-91142270"
"Mouse","mm82.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr17:73022167-73024151"
"Mouse","mm824.0","reference","Hsp68","random","e11.5","negative","","mm10","chr17:26863573-26866666"
"Mouse","mm829.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr14:99008599-99012639"
"Mouse","mm832.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Ear","mm10","chr5:12505541-12509076"
"Mouse","mm84.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Heart, Other","mm10","chr15:83638832-83640718"
"Mouse","mm843.0","reference","Hsp68","random","e11.5","negative","","mm10","chr17:26811609-26815536"
"Mouse","mm844.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:57347180-57351134"
"Mouse","mm845.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:47278515-47282714"
"Mouse","mm847.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:57359264-57363080"
"Mouse","mm849.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Heart","mm10","chr11:57927594-57931336"
"Mouse","mm85.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr11:65648910-65651643"
"Mouse","mm86.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr3:20144423-20146014"
"Mouse","mm87.0","reference","Hsp68","random","e11.5","positive","Limb, Heart, Other","mm10","chr10:45228615-45231786"
"Mouse","mm871.0","reference","Hsp68","random","e11.5","positive","Nose, Forebrain, Midbrain, Hindbrain","mm10","chr8:90738606-90742411"
"Mouse","mm876.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Forebrain, Midbrain, Hindbrain, Cranial nerve","mm10","chr11:96883321-96887851"
"Mouse","mm878.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr6:94753098-94757438"
"Mouse","mm879.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Cranial nerve, Dorsal root ganglion, Trigeminal V (ganglion, cranial)","mm10","chr18:60904549-60907218"
"Mouse","mm879.0","reference","Hsp68","random","e14.5","positive","Other","mm10","chr18:60904549-60907218"
"Mouse","mm88.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:58952908-58956413"
"Mouse","mm881.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Forebrain","mm10","chr13:77546465-77549737"
"Mouse","mm888.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr3:99259781-99263564"
"Mouse","mm89.0","reference","Hsp68","random","e11.5","positive","Heart, Blood vessels","mm10","chr17:12789720-12793070"
"Mouse","mm890.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:99232931-99236556"
"Mouse","mm897.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:115595838-115599190"
"Mouse","mm898.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb","mm10","chr9:88048577-88050946"
"Mouse","mm9.0","reference","Hsp68","random","e11.5","positive","Eye","mm10","chr8:46770573-46772246"
"Mouse","mm90.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr17:35719853-35721783"
"Mouse","mm901.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr1:91962928-91965956"
"Mouse","mm907.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:14071983-14074029"
"Mouse","mm91.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr15:84217541-84220713"
"Mouse","mm911.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:121925612-121927679"
"Mouse","mm912.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:5021604-5024300"
"Mouse","mm915.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:160451308-160452587"
"Mouse","mm916.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr19:58419231-58420469"
"Mouse","mm917.0","reference","Hsp68","random","e11.5","positive","Limb, Dorsal root ganglion","mm10","chr13:118735524-118737409"
"Mouse","mm918.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:118805895-118807124"
"Mouse","mm919.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb","mm10","chr8:25440190-25442103"
"Mouse","mm92.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr2:173034798-173036838"
"Mouse","mm920.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:111255889-111257844"
"Mouse","mm921.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Other","mm10","chr5:111675077-111676405"
"Mouse","mm921.0","reference","Hsp68","random","e14.5","positive","Facial mesenchyme, Nose, Limb, Tail, Dorsal root ganglion","mm10","chr5:111675077-111676405"
"Mouse","mm922.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Midbrain, Hindbrain","mm10","chr13:48779628-48781302"
"Mouse","mm923.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:160515698-160517266"
"Mouse","mm924.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb","mm10","chr17:44617720-44619641"
"Mouse","mm924.0","reference","Hsp68","random","e14.5","positive","Facial mesenchyme, Nose, Ear, Eye, Genital tubercle, Melanocytes, Other","mm10","chr17:44617720-44619641"
"Mouse","mm925.0","reference","Hsp68","random","e14.5","positive","Limb, Ear","mm10","chr7:130059020-130061584"
"Mouse","mm926.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:113164281-113165930"
"Mouse","mm928.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:38065059-38066694"
"Mouse","mm929.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:127913728-127915301"
"Mouse","mm93.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:102062054-102063651"
"Mouse","mm930.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:128518773-128521313"
"Mouse","mm932.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:23400710-23402957"
"Mouse","mm933.0","reference","Hsp68","random","e11.5","positive","Nose, Cranial nerve, Dorsal root ganglion","mm10","chr13:115686621-115688040"
"Mouse","mm935.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr1:193449333-193450185"
"Mouse","mm936.0","reference","Hsp68","random","e11.5","negative","","mm10","chr15:63726350-63727334"
"Mouse","mm938.0","reference","Hsp68","random","e11.5","positive","Limb, Tail, Eye, Other","mm10","chr7:130425767-130427321"
"Mouse","mm939.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:48565958-48567062"
"Mouse","mm94.0","reference","Hsp68","random","e11.5","positive","Limb, Other","mm10","chr6:122392608-122396323"
"Mouse","mm940.0","reference","Hsp68","random","e13.5","negative","","mm10","chr2:137073362-137074905"
"Mouse","mm941.0","reference","Hsp68","random","e13.5","positive","Forebrain, Other","mm10","chr15:101980638-101981489"
"Mouse","mm942.0","reference","Hsp68","random","e13.5","positive","Other","mm10","chr11:88303986-88304949"
"Mouse","mm943.0","reference","Hsp68","random","e13.5","positive","Nose","mm10","chr4:139851947-139853416"
"Mouse","mm946.0","reference","Hsp68","random","e13.5","negative","","mm10","chr13:40461286-40462856"
"Mouse","mm948.0","reference","Hsp68","random","e13.5","positive","Other","mm10","chr7:130319472-130321964"
"Mouse","mm95.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:32250452-32252343"
"Mouse","mm950.0","reference","Hsp68","random","e13.5","positive","Other","mm10","chr3:66972937-66974406"
"Mouse","mm958.0","reference","Hsp68","random","e13.5","negative","","mm10","chr4:24966179-24967088"
"Mouse","mm962.0","reference","Hsp68","random","e13.5","positive","Nose","mm10","chr10:120551813-120553581"
"Mouse","mm963.0","reference","Hsp68","random","e12.5","positive","Other","mm10","chr17:25175099-25176131"
"Mouse","mm964.0","reference","Hsp68","random","e13.5","negative","","mm10","chr13:116304244-116305081"
"Mouse","mm965.0","reference","Hsp68","random","e13.5","negative","","mm10","chr5:110978567-110980476"
"Mouse","mm966.0","reference","Hsp68","random","e13.5","positive","Facial mesenchyme, Nose, Limb, Other","mm10","chr12:9337648-9339494"
"Mouse","mm967.0","reference","Hsp68","random","e13.5","negative","","mm10","chr7:73557466-73558712"
"Mouse","mm969.0","reference","Hsp68","random","e13.5","negative","","mm10","chr1:89579978-89581888"
"Mouse","mm97.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:100437201-100440090"
"Mouse","mm970.0","reference","Hsp68","random","e13.5","negative","","mm10","chr2:93045211-93046594"
"Mouse","mm971.0","reference","Hsp68","random","e11.5","positive","Forebrain, Hindbrain, Neural tube","mm10","chr1:133180670-133184217"
"Mouse","mm974.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:47855168-47856711"
"Mouse","mm976.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain","mm10","chr9:120618446-120621528"
